time,open,high,low,close,volume,ticker
2020-11-23,4050,4050,4050,4050,110,SGT
2020-11-24,4050,4050,4050,4050,0,SGT
2020-11-25,3980,3990,3980,3990,2000,SGT
2020-11-26,3720,3910,3710,3910,7090,SGT
2020-11-27,3930,3960,3890,3960,10010,SGT
2020-11-30,3960,3960,3960,3960,0,SGT
2020-12-01,3730,3730,3720,3720,4120,SGT
2020-12-02,3930,3930,3890,3890,40,SGT
2020-12-03,3860,3860,3860,3860,1140,SGT
2020-12-04,3850,3920,3730,3730,16580,SGT
2020-12-07,3750,3840,3510,3840,5230,SGT
2020-12-08,3880,3880,3680,3860,15850,SGT
2020-12-09,3860,3860,3860,3860,0,SGT
2020-12-10,3890,3910,3720,3880,3540,SGT
2020-12-11,3880,3880,3700,3710,2430,SGT
2020-12-14,3680,3890,3680,3750,9020,SGT
2020-12-15,3790,3890,3790,3820,7230,SGT
2020-12-16,3890,3930,3820,3820,630,SGT
2020-12-17,3830,3930,3830,3860,19710,SGT
2020-12-18,3860,3920,3860,3860,2010,SGT
2020-12-21,3890,4130,3860,4130,27720,SGT
2020-12-22,4030,4400,4030,4370,4670,SGT
2020-12-23,4680,4680,4670,4670,18280,SGT
2020-12-24,4480,4550,4350,4550,2700,SGT
2020-12-25,4270,4550,4270,4550,1760,SGT
2020-12-28,4550,4860,4550,4860,12830,SGT
2020-12-29,4860,5160,4860,4860,7790,SGT
2020-12-30,4860,5200,4860,4860,12350,SGT
2020-12-31,4790,4830,4520,4520,26060,SGT
2021-01-04,4810,4830,4810,4830,7200,SGT
2021-01-05,5170,5170,5170,5170,63700,SGT
2021-01-06,5270,5530,5270,5530,59100,SGT
2021-01-07,5920,5920,5510,5910,46600,SGT
2021-01-08,5910,5920,5850,5910,14200,SGT
2021-01-11,5910,5910,5540,5850,27100,SGT
2021-01-12,5510,5780,5510,5780,24900,SGT
2021-01-13,5850,6180,5850,6180,144300,SGT
2021-01-14,6610,6610,6610,6610,217800,SGT
2021-01-15,7060,7060,7060,7060,66000,SGT
2021-01-18,7510,7540,7510,7540,26000,SGT
2021-01-19,8060,8060,7580,7920,230400,SGT
2021-01-20,8470,8470,8470,8470,99700,SGT
2021-01-21,9060,9060,9060,9060,18600,SGT
2021-01-22,9680,9680,9680,9680,15100,SGT
2021-01-25,10330,10330,10330,10330,65200,SGT
2021-01-26,11020,11050,10430,11050,357500,SGT
2021-01-27,11810,11810,11780,11810,289400,SGT
2021-01-28,12640,12640,11810,12640,178900,SGT
2021-01-29,13430,13430,11780,11780,110200,SGT
2021-02-01,10980,10980,10980,10980,10900,SGT
2021-02-02,10230,10230,10230,10230,8100,SGT
2021-02-03,9540,10920,9540,10920,321800,SGT
2021-02-04,10920,11020,10160,10160,102800,SGT
2021-02-05,9570,10160,9470,9850,34000,SGT
