time,open,high,low,close,volume,ticker
2021-03-16,7550,7840,7550,7810,1874100,ELC
2021-03-17,7960,7960,7660,7720,836000,ELC
2021-03-18,7720,8250,7520,8250,1727300,ELC
2021-03-19,8220,8660,8070,8540,1009400,ELC
2021-03-22,8540,8780,8430,8570,1026300,ELC
2021-03-23,8490,8540,8109,8360,1478500,ELC
2021-03-24,8189,8189,7900,8039,869100,ELC
2021-03-25,7990,8160,7720,8010,867100,ELC
2021-03-26,7750,8140,7460,7750,828300,ELC
2021-03-29,8160,8160,7810,7960,566800,ELC
2021-03-30,7960,8160,7900,7930,463300,ELC
2021-03-31,7900,7960,7640,7900,745000,ELC
2021-04-01,7870,8140,7870,8010,362700,ELC
2021-04-02,8140,8189,8010,8010,760900,ELC
2021-04-05,8010,8570,7780,8570,1497900,ELC
2021-04-06,8600,8690,8490,8490,525900,ELC
2021-04-07,8490,8490,8189,8280,320100,ELC
2021-04-08,8280,8280,8010,8160,505700,ELC
2021-04-09,7960,8430,7960,8390,554100,ELC
2021-04-12,8360,8390,8039,8109,567800,ELC
2021-04-13,8140,8189,7780,7840,589800,ELC
2021-04-14,7780,7840,7520,7780,501000,ELC
2021-04-15,7780,7780,7430,7720,1168900,ELC
